town,block,street_name,flat_model,lease_commence_date,flat_type,storey_range
JURONG WEST,732,JURONG WEST ST 73,Model A,1995,4 ROOM,07 TO 09
JURONG WEST,989A,JURONG WEST ST 93,Premium Apartment,2008,4 ROOM,04 TO 06
JURONG WEST,698A,JURONG WEST CTRL 3,Model A,2017,3 ROOM,13 TO 15
JURONG WEST,175C,YUNG KUANG RD,Premium Apartment,2015,4 ROOM,01 TO 03
JURONG WEST,606,JURONG WEST ST 65,Premium Apartment,2001,4 ROOM,04 TO 06
JURONG WEST,415,JURONG WEST ST 42,Model A,1985,5 ROOM,07 TO 09
JURONG WEST,138A,YUAN CHING RD,DBSS,2014,3 ROOM,16 TO 18
JURONG WEST,268B,BOON LAY DR,Improved,2002,5 ROOM,16 TO 18
JURONG WEST,330,TAH CHING RD,Model A,1997,4 ROOM,13 TO 15
JURONG WEST,691,JURONG WEST CTRL 1,Premium Apartment,1998,4 ROOM,07 TO 09
JURONG WEST,660D,JURONG WEST ST 64,Improved,2001,5 ROOM,01 TO 03
JURONG WEST,609,JURONG WEST ST 65,Premium Apartment,2001,5 ROOM,04 TO 06
JURONG WEST,177,YUNG SHENG RD,Improved,2001,5 ROOM,13 TO 15
JURONG WEST,623,JURONG WEST ST 61,Improved,2001,5 ROOM,07 TO 09
JURONG WEST,683C,JURONG WEST ST 64,Premium Apartment,2000,5 ROOM,01 TO 03
JURONG WEST,683A,JURONG WEST CTRL 1,Premium Apartment,2000,5 ROOM,01 TO 03
JURONG WEST,656D,JURONG WEST ST 61,Apartment,2002,EXECUTIVE,01 TO 03
JURONG WEST,425,JURONG WEST AVE 1,Adjoined flat,1984,EXECUTIVE,01 TO 03
JURONG WEST,517C,JURONG WEST ST 52,Model A,2000,4 ROOM,16 TO 18
JURONG WEST,683B,JURONG WEST CTRL 1,Premium Apartment,2000,5 ROOM,04 TO 06
JURONG WEST,686B,JURONG WEST CTRL 1,Premium Apartment,2000,5 ROOM,16 TO 18
JURONG WEST,697A,JURONG WEST CTRL 3,Model A,2017,4 ROOM,04 TO 06
JURONG WEST,138B,YUAN CHING RD,DBSS,2014,4 ROOM,04 TO 06
JURONG WEST,331,TAH CHING RD,Maisonette,1996,EXECUTIVE,01 TO 03
JURONG WEST,697A,JURONG WEST CTRL 3,Improved,2017,5 ROOM,10 TO 12
KALLANG/WHAMPOA,4,JLN BATU,Standard,1969,3 ROOM,04 TO 06
KALLANG/WHAMPOA,93,WHAMPOA DR,Improved,1974,3 ROOM,01 TO 03
KALLANG/WHAMPOA,4,JLN BATU,Standard,1969,3 ROOM,07 TO 09
KALLANG/WHAMPOA,95,GEYLANG BAHRU,New Generation,1979,3 ROOM,07 TO 09
KALLANG/WHAMPOA,5,ST. GEORGE'S LANE,New Generation,1981,3 ROOM,04 TO 06
KALLANG/WHAMPOA,23,ST. GEORGE'S RD,New Generation,1984,3 ROOM,01 TO 03
KALLANG/WHAMPOA,100,WHAMPOA DR,Improved,1974,4 ROOM,16 TO 18
KALLANG/WHAMPOA,30,JLN BAHAGIA,Improved,1987,5 ROOM,01 TO 03
KALLANG/WHAMPOA,114,WHAMPOA RD,Model A,1995,4 ROOM,10 TO 12
KALLANG/WHAMPOA,120,MCNAIR RD,Model A,1987,4 ROOM,04 TO 06
KALLANG/WHAMPOA,104,JLN RAJAH,Model A,1984,4 ROOM,16 TO 18
KALLANG/WHAMPOA,8B,UPP BOON KENG RD,Premium Apartment,2017,3 ROOM,16 TO 18
KALLANG/WHAMPOA,116B,JLN TENTERAM,Model A,2017,4 ROOM,19 TO 21
KALLANG/WHAMPOA,116A,JLN TENTERAM,Model A,2017,4 ROOM,16 TO 18
KALLANG/WHAMPOA,10,GLOUCESTER RD,Adjoined flat,1976,5 ROOM,01 TO 03
KALLANG/WHAMPOA,2C,UPP BOON KENG RD,Model A,2006,4 ROOM,16 TO 18
KALLANG/WHAMPOA,116A,JLN TENTERAM,Model A,2017,4 ROOM,19 TO 21
KALLANG/WHAMPOA,8B,UPP BOON KENG RD,Premium Apartment,2017,4 ROOM,13 TO 15
KALLANG/WHAMPOA,108C,MCNAIR RD,Improved,2005,5 ROOM,25 TO 27
KALLANG/WHAMPOA,8C,UPP BOON KENG RD,Premium Apartment,2017,5 ROOM,04 TO 06
MARINE PARADE,12,MARINE TER,Standard,1975,5 ROOM,13 TO 15
MARINE PARADE,31,MARINE CRES,Adjoined flat,1975,5 ROOM,01 TO 03
MARINE PARADE,43,MARINE CRES,Standard,1975,5 ROOM,13 TO 15
PASIR RIS,212,PASIR RIS ST 21,Model A,1993,4 ROOM,04 TO 06
PASIR RIS,407,PASIR RIS DR 6,Model A,1990,4 ROOM,04 TO 06
PASIR RIS,777,PASIR RIS ST 71,Model A,1996,4 ROOM,07 TO 09
PASIR RIS,520,PASIR RIS ST 52,Model A,1993,4 ROOM,07 TO 09
PASIR RIS,751,PASIR RIS ST 71,Model A,1996,4 ROOM,10 TO 12
PASIR RIS,630,PASIR RIS DR 3,Improved,1995,5 ROOM,04 TO 06
PASIR RIS,611,ELIAS RD,Improved,1995,5 ROOM,04 TO 06
PASIR RIS,407,PASIR RIS DR 6,Improved,1990,5 ROOM,01 TO 03
PASIR RIS,554,PASIR RIS ST 51,Improved,1992,5 ROOM,07 TO 09
PASIR RIS,229,PASIR RIS ST 21,Improved,1993,5 ROOM,04 TO 06
PASIR RIS,554,PASIR RIS ST 51,Improved,1992,5 ROOM,01 TO 03
PASIR RIS,773,PASIR RIS ST 71,Improved,1996,5 ROOM,04 TO 06
PASIR RIS,725,PASIR RIS ST 72,Improved,1996,5 ROOM,07 TO 09
PASIR RIS,628,PASIR RIS DR 3,Improved,1995,5 ROOM,13 TO 15
PASIR RIS,147,PASIR RIS ST 13,Improved,1995,5 ROOM,04 TO 06
PASIR RIS,524B,PASIR RIS ST 51,Model A,2015,4 ROOM,13 TO 15
PASIR RIS,569,PASIR RIS ST 51,Improved,1992,5 ROOM,01 TO 03
PASIR RIS,725,PASIR RIS ST 72,Improved,1996,5 ROOM,10 TO 12
PASIR RIS,121,PASIR RIS ST 11,Improved,1989,5 ROOM,13 TO 15
PASIR RIS,530B,PASIR RIS DR 1,DBSS,2015,4 ROOM,13 TO 15
PASIR RIS,530A,PASIR RIS DR 1,DBSS,2015,4 ROOM,04 TO 06
PASIR RIS,614,ELIAS RD,Improved,1996,5 ROOM,16 TO 18
PASIR RIS,505,PASIR RIS ST 52,Apartment,1993,EXECUTIVE,01 TO 03
PASIR RIS,579,PASIR RIS ST 53,Apartment,1995,EXECUTIVE,01 TO 03
PASIR RIS,530C,PASIR RIS DR 1,DBSS,2015,5 ROOM,10 TO 12
PUNGGOL,172A,EDGEDALE PLAINS,Model A,2004,4 ROOM,04 TO 06
PUNGGOL,622A,PUNGGOL CTRL,Model A,2014,3 ROOM,04 TO 06
PUNGGOL,643,PUNGGOL CTRL,Premium Apartment,2005,4 ROOM,01 TO 03
PUNGGOL,661A,EDGEDALE PLAINS,Premium Apartment,2017,3 ROOM,04 TO 06
PUNGGOL,256A,SUMANG WALK,Model A,2016,3 ROOM,04 TO 06
PUNGGOL,669B,EDGEFIELD PLAINS,Premium Apartment,2016,3 ROOM,13 TO 15
PUNGGOL,168A,PUNGGOL EAST,Premium Apartment,2009,4 ROOM,01 TO 03
PUNGGOL,211C,PUNGGOL WALK,Model A,2014,3 ROOM,07 TO 09
PUNGGOL,313A,SUMANG LINK,Model A,2015,3 ROOM,10 TO 12
PUNGGOL,661A,EDGEDALE PLAINS,Premium Apartment,2017,3 ROOM,13 TO 15
PUNGGOL,175C,PUNGGOL FIELD,Model A,2003,4 ROOM,10 TO 12
PUNGGOL,122A,EDGEDALE PLAINS,Model A,2017,4 ROOM,01 TO 03
PUNGGOL,297,PUNGGOL CTRL,Premium Apartment,2003,4 ROOM,07 TO 09
PUNGGOL,637D,PUNGGOL DR,Premium Apartment,2005,4 ROOM,16 TO 18
PUNGGOL,664B,PUNGGOL DR,Model A,2016,4 ROOM,01 TO 03
PUNGGOL,649,PUNGGOL CTRL,Premium Apartment,2005,5 ROOM,04 TO 06
PUNGGOL,202B,PUNGGOL FIELD,Improved,2004,5 ROOM,01 TO 03
PUNGGOL,662A,EDGEDALE PLAINS,Premium Apartment,2017,4 ROOM,10 TO 12
PUNGGOL,122A,EDGEDALE PLAINS,Model A,2017,4 ROOM,16 TO 18
PUNGGOL,196A,PUNGGOL FIELD,Improved,2003,5 ROOM,10 TO 12
PUNGGOL,676D,PUNGGOL DR,Premium Apartment,2016,4 ROOM,07 TO 09
PUNGGOL,603B,PUNGGOL RD,Model A,2012,4 ROOM,13 TO 15
PUNGGOL,104A,EDGEFIELD PLAINS,Improved,2003,5 ROOM,13 TO 15
PUNGGOL,196B,PUNGGOL FIELD,Improved,2003,5 ROOM,13 TO 15
PUNGGOL,662C,EDGEDALE PLAINS,Premium Apartment,2017,4 ROOM,04 TO 06
PUNGGOL,204D,PUNGGOL FIELD,Improved,2004,5 ROOM,04 TO 06
PUNGGOL,120A,EDGEDALE PLAINS,Model A,2017,4 ROOM,13 TO 15
PUNGGOL,128B,PUNGGOL FIELD WALK,Improved,2003,5 ROOM,13 TO 15
PUNGGOL,120A,EDGEDALE PLAINS,Model A,2017,4 ROOM,10 TO 12
PUNGGOL,603A,PUNGGOL RD,Model A,2012,4 ROOM,16 TO 18
PUNGGOL,663A,PUNGGOL DR,Model A,2016,4 ROOM,16 TO 18
PUNGGOL,662B,EDGEDALE PLAINS,Premium Apartment,2017,4 ROOM,10 TO 12
PUNGGOL,303D,PUNGGOL PL,Premium Apartment,2011,4 ROOM,13 TO 15
PUNGGOL,315B,PUNGGOL WAY,Premium Apartment,2017,4 ROOM,04 TO 06
PUNGGOL,663C,PUNGGOL DR,Model A,2016,4 ROOM,13 TO 15
PUNGGOL,661A,EDGEDALE PLAINS,Premium Apartment,2017,4 ROOM,16 TO 18
PUNGGOL,217C,SUMANG WALK,Model A,2017,4 ROOM,13 TO 15
PUNGGOL,289D,PUNGGOL PL,Premium Apartment,2013,4 ROOM,01 TO 03
PUNGGOL,662B,EDGEDALE PLAINS,Premium Apartment,2017,4 ROOM,13 TO 15
PUNGGOL,315B,PUNGGOL WAY,Premium Apartment,2017,4 ROOM,10 TO 12
PUNGGOL,679C,PUNGGOL DR,Premium Apartment,2016,4 ROOM,07 TO 09
PUNGGOL,314A,PUNGGOL WAY,Premium Apartment,2017,5 ROOM,01 TO 03
PUNGGOL,669A,EDGEFIELD PLAINS,Premium Apartment,2016,5 ROOM,01 TO 03
PUNGGOL,217B,SUMANG WALK,Improved,2017,5 ROOM,04 TO 06
PUNGGOL,120B,EDGEDALE PLAINS,Improved,2017,5 ROOM,16 TO 18
PUNGGOL,181,EDGEFIELD PLAINS,Premium Apartment,2003,EXECUTIVE,07 TO 09
PUNGGOL,663C,PUNGGOL DR,Improved,2016,5 ROOM,10 TO 12
PUNGGOL,217C,SUMANG WALK,Improved,2017,5 ROOM,16 TO 18
PUNGGOL,677C,PUNGGOL DR,Premium Apartment,2016,5 ROOM,04 TO 06
PUNGGOL,670B,EDGEFIELD PLAINS,Premium Apartment,2016,5 ROOM,16 TO 18
PUNGGOL,667A,PUNGGOL DR,Premium Apartment,2016,5 ROOM,01 TO 03
PUNGGOL,668A,EDGEFIELD PLAINS,Premium Apartment,2016,5 ROOM,04 TO 06
PUNGGOL,677C,PUNGGOL DR,Premium Apartment,2016,5 ROOM,07 TO 09
PUNGGOL,669A,EDGEFIELD PLAINS,Premium Apartment,2016,5 ROOM,13 TO 15
PUNGGOL,308A,PUNGGOL WALK,Premium Apartment,2016,5 ROOM,07 TO 09
PUNGGOL,677A,PUNGGOL DR,Premium Apartment,2016,5 ROOM,13 TO 15
PUNGGOL,310A,PUNGGOL WALK,Premium Apartment,2016,5 ROOM,13 TO 15
QUEENSTOWN,96,C'WEALTH CRES,Standard,1970,2 ROOM,10 TO 12
QUEENSTOWN,89,C'WEALTH DR,Standard,1967,3 ROOM,10 TO 12
QUEENSTOWN,108,C'WEALTH CRES,Standard,1969,3 ROOM,07 TO 09
QUEENSTOWN,169,STIRLING RD,Improved,1970,3 ROOM,16 TO 18
QUEENSTOWN,23A,QUEEN'S CL,Improved,1973,3 ROOM,16 TO 18
QUEENSTOWN,62B,STRATHMORE AVE,Model A,2011,3 ROOM,16 TO 18
QUEENSTOWN,88,DAWSON RD,Premium Apartment,2016,4 ROOM,04 TO 06
QUEENSTOWN,18C,HOLLAND DR,Model A,2012,4 ROOM,01 TO 03
QUEENSTOWN,58,STIRLING RD,Terrace,1968,3 ROOM,01 TO 03
QUEENSTOWN,3,HOLLAND CL,Model A,1998,4 ROOM,04 TO 06
QUEENSTOWN,7,C'WEALTH AVE,Model A,1996,4 ROOM,10 TO 12
QUEENSTOWN,18C,HOLLAND DR,Model A,2012,4 ROOM,16 TO 18
QUEENSTOWN,52,STRATHMORE AVE,Improved,2006,5 ROOM,01 TO 03
QUEENSTOWN,52,C'WEALTH DR,Model A,2015,4 ROOM,13 TO 15
QUEENSTOWN,93,DAWSON RD,Premium Apartment,2016,4 ROOM,13 TO 15
QUEENSTOWN,18D,HOLLAND DR,Model A,2012,4 ROOM,16 TO 18
QUEENSTOWN,51,STRATHMORE AVE,Improved,2006,5 ROOM,25 TO 27
QUEENSTOWN,91,DAWSON RD,Premium Apartment Loft,2016,4 ROOM,31 TO 33
QUEENSTOWN,86,DAWSON RD,Premium Apartment,2016,5 ROOM,19 TO 21
QUEENSTOWN,91,DAWSON RD,Premium Apartment Loft,2016,4 ROOM,40 TO 42
QUEENSTOWN,90,TANGLIN HALT RD,Improved,2008,5 ROOM,40 TO 42
QUEENSTOWN,18C,HOLLAND DR,Improved,2012,5 ROOM,34 TO 36
SEMBAWANG,467,ADMIRALTY DR,Premium Apartment,2001,5 ROOM,04 TO 06
SEMBAWANG,359A,ADMIRALTY DR,Premium Apartment,2001,5 ROOM,01 TO 03
SEMBAWANG,478,SEMBAWANG DR,Improved,2000,5 ROOM,13 TO 15
SEMBAWANG,592A,MONTREAL LINK,Model A,2015,4 ROOM,10 TO 12
SEMBAWANG,466C,SEMBAWANG DR,Premium Apartment,2006,5 ROOM,10 TO 12
SEMBAWANG,589D,MONTREAL DR,Improved,2003,5 ROOM,10 TO 12
SEMBAWANG,352C,CANBERRA RD,Model A,2001,4 ROOM,10 TO 12
SEMBAWANG,311,CANBERRA RD,Improved,1998,5 ROOM,13 TO 15
SENGKANG,414B,FERNVALE LINK,Model A,2016,3 ROOM,01 TO 03
SENGKANG,211D,COMPASSVALE LANE,Model A,2013,3 ROOM,13 TO 15
SENGKANG,124B,RIVERVALE DR,Model A2,1999,4 ROOM,04 TO 06
SENGKANG,290C,COMPASSVALE CRES,Model A,2001,4 ROOM,07 TO 09
SENGKANG,164B,RIVERVALE CRES,Model A,2017,3 ROOM,01 TO 03
SENGKANG,304A,ANCHORVALE LINK,Model A,2002,4 ROOM,04 TO 06
SENGKANG,406B,FERNVALE RD,Premium Apartment,2004,4 ROOM,01 TO 03
SENGKANG,190B,RIVERVALE DR,Model A,2000,4 ROOM,07 TO 09
SENGKANG,473A,FERNVALE ST,Model A,2016,3 ROOM,16 TO 18
SENGKANG,124,RIVERVALE DR,Model A,1999,4 ROOM,04 TO 06
SENGKANG,122,SENGKANG EAST WAY,Model A,2000,4 ROOM,16 TO 18
SENGKANG,105,RIVERVALE WALK,Model A,1999,4 ROOM,01 TO 03
SENGKANG,217B,COMPASSVALE DR,Premium Apartment,2017,3 ROOM,07 TO 09
SENGKANG,406A,FERNVALE RD,Premium Apartment,2004,4 ROOM,13 TO 15
SENGKANG,122E,RIVERVALE DR,Model A,2000,4 ROOM,16 TO 18
SENGKANG,412B,FERNVALE LINK,Premium Apartment,2004,4 ROOM,10 TO 12
SENGKANG,468C,FERNVALE LINK,Model A,2016,4 ROOM,01 TO 03
SENGKANG,404A,FERNVALE LANE,Premium Apartment,2004,4 ROOM,22 TO 24
SENGKANG,227B,COMPASSVALE DR,Improved,2000,5 ROOM,01 TO 03
SENGKANG,313A,ANCHORVALE RD,Premium Apartment,2003,5 ROOM,01 TO 03
SENGKANG,443C,FERNVALE RD,Model A,2012,4 ROOM,07 TO 09
SENGKANG,293C,COMPASSVALE CRES,Model A,2016,4 ROOM,01 TO 03
SENGKANG,217B,COMPASSVALE DR,Premium Apartment,2017,3 ROOM,10 TO 12
SENGKANG,215A,COMPASSVALE DR,Premium Apartment,2017,3 ROOM,13 TO 15
SENGKANG,286C,COMPASSVALE CRES,Premium Apartment,2017,4 ROOM,01 TO 03
SENGKANG,229,COMPASSVALE WALK,Improved,1999,5 ROOM,07 TO 09
SENGKANG,468C,FERNVALE LINK,Model A,2016,4 ROOM,16 TO 18
SENGKANG,470A,FERNVALE LINK,Model A,2016,4 ROOM,13 TO 15
SENGKANG,335A,ANCHORVALE CRES,Premium Apartment,2015,4 ROOM,01 TO 03
SENGKANG,217B,COMPASSVALE DR,Premium Apartment,2017,3 ROOM,13 TO 15
SENGKANG,403A,FERNVALE LANE,Premium Apartment,2004,5 ROOM,19 TO 21
SENGKANG,313C,ANCHORVALE RD,Premium Apartment,2003,5 ROOM,13 TO 15
SENGKANG,471C,FERNVALE ST,Model A,2016,4 ROOM,10 TO 12
SENGKANG,335A,ANCHORVALE CRES,Premium Apartment,2015,4 ROOM,16 TO 18
SENGKANG,414A,FERNVALE LINK,Model A,2016,4 ROOM,10 TO 12
SENGKANG,407A,FERNVALE RD,Premium Apartment,2005,5 ROOM,22 TO 24
SENGKANG,335C,ANCHORVALE CRES,Premium Apartment,2015,4 ROOM,10 TO 12
SENGKANG,435C,FERNVALE RD,Premium Apartment,2013,4 ROOM,16 TO 18
SENGKANG,269C,COMPASSVALE LINK,Premium Apartment,2006,4 ROOM,10 TO 12
SENGKANG,332C,ANCHORVALE LINK,Model A,2015,4 ROOM,13 TO 15
SENGKANG,406B,FERNVALE RD,Premium Apartment,2004,5 ROOM,19 TO 21
SENGKANG,332A,ANCHORVALE LINK,Model A,2015,4 ROOM,07 TO 09
SENGKANG,269D,COMPASSVALE LINK,Premium Apartment,2006,4 ROOM,13 TO 15
SENGKANG,472A,FERNVALE ST,Improved,2016,5 ROOM,01 TO 03
SENGKANG,324D,SENGKANG EAST WAY,Improved,2003,5 ROOM,13 TO 15
SENGKANG,122B,SENGKANG EAST WAY,Apartment,2000,EXECUTIVE,01 TO 03
SENGKANG,281A,SENGKANG EAST AVE,Premium Apartment,2015,4 ROOM,07 TO 09
SENGKANG,273B,COMPASSVALE LINK,Premium Apartment,2009,4 ROOM,16 TO 18
SENGKANG,335C,ANCHORVALE CRES,Premium Apartment,2015,5 ROOM,04 TO 06
SENGKANG,332A,ANCHORVALE LINK,Improved,2015,5 ROOM,13 TO 15
SENGKANG,215B,COMPASSVALE DR,Premium Apartment,2017,4 ROOM,10 TO 12
SENGKANG,120A,RIVERVALE DR,Premium Apartment,2001,EXECUTIVE,07 TO 09
SENGKANG,217A,COMPASSVALE DR,Premium Apartment,2017,4 ROOM,16 TO 18
SENGKANG,278B,COMPASSVALE BOW,Improved,2017,5 ROOM,04 TO 06
SENGKANG,274A,COMPASSVALE BOW,Improved,2017,5 ROOM,01 TO 03
SENGKANG,315B,ANCHORVALE RD,Premium Apartment,2003,EXECUTIVE,13 TO 15
SENGKANG,217C,COMPASSVALE DR,Premium Apartment,2017,5 ROOM,10 TO 12
SERANGOON,3,LOR LEW LIAN,Improved,1978,3 ROOM,04 TO 06
SERANGOON,223,SERANGOON AVE 4,New Generation,1984,4 ROOM,01 TO 03
SERANGOON,511,SERANGOON NTH AVE 4,Model A,1997,4 ROOM,01 TO 03
SERANGOON,231,SERANGOON AVE 3,Simplified,1985,4 ROOM,10 TO 12
SERANGOON,550,SERANGOON NTH AVE 3,Improved,1997,5 ROOM,04 TO 06
SERANGOON,257,SERANGOON CTRL DR,Improved,1999,5 ROOM,07 TO 09
SERANGOON,319,SERANGOON AVE 2,Apartment,1985,EXECUTIVE,04 TO 06
SERANGOON,317,SERANGOON AVE 2,Apartment,1985,EXECUTIVE,07 TO 09
TAMPINES,524B,TAMPINES CTRL 7,Model A,2015,2 ROOM,01 TO 03
TAMPINES,469,TAMPINES ST 44,Model A,1985,3 ROOM,04 TO 06
TAMPINES,295,TAMPINES ST 22,Model A,1984,3 ROOM,10 TO 12
TAMPINES,278,TAMPINES ST 22,Model A,1985,4 ROOM,04 TO 06
TAMPINES,830,TAMPINES ST 82,Simplified,1986,4 ROOM,01 TO 03
TAMPINES,349,TAMPINES ST 33,Model A,1996,4 ROOM,10 TO 12
TAMPINES,445,TAMPINES ST 42,Simplified,1986,4 ROOM,07 TO 09
TAMPINES,488A,TAMPINES AVE 9,Model A,1989,4 ROOM,07 TO 09
TAMPINES,814,TAMPINES ST 81,Model A,1984,4 ROOM,01 TO 03
TAMPINES,523B,TAMPINES CTRL 7,Model A,2015,3 ROOM,16 TO 18
TAMPINES,716,TAMPINES ST 71,Model A,1997,4 ROOM,13 TO 15
TAMPINES,725,TAMPINES ST 71,Model A,1997,4 ROOM,04 TO 06
TAMPINES,160,SIMEI RD,Model A,1989,4 ROOM,10 TO 12
TAMPINES,519C,TAMPINES CTRL 8,DBSS,2014,3 ROOM,07 TO 09
TAMPINES,263,TAMPINES ST 21,Model A,1984,4 ROOM,04 TO 06
TAMPINES,243,TAMPINES ST 21,Model A,1984,4 ROOM,01 TO 03
TAMPINES,714,TAMPINES ST 71,Model A,1997,4 ROOM,10 TO 12
TAMPINES,395,TAMPINES AVE 7,Model A,1994,4 ROOM,04 TO 06
TAMPINES,833,TAMPINES ST 83,Model A,1985,4 ROOM,04 TO 06
TAMPINES,930,TAMPINES ST 91,Model A,1984,4 ROOM,10 TO 12
TAMPINES,285,TAMPINES ST 22,Model A,1984,4 ROOM,07 TO 09
TAMPINES,367A,TAMPINES ST 34,Improved,1997,5 ROOM,04 TO 06
TAMPINES,256,SIMEI ST 1,Model A,1996,4 ROOM,04 TO 06
TAMPINES,880,TAMPINES AVE 8,Improved,1988,5 ROOM,01 TO 03
TAMPINES,497J,TAMPINES ST 45,Premium Apartment,1996,5 ROOM,10 TO 12
TAMPINES,706,TAMPINES ST 71,Improved,1997,5 ROOM,04 TO 06
TAMPINES,307,TAMPINES ST 32,Improved,1993,5 ROOM,07 TO 09
TAMPINES,451,TAMPINES ST 42,Improved,1987,5 ROOM,10 TO 12
TAMPINES,519A,TAMPINES CTRL 8,DBSS,2014,4 ROOM,01 TO 03
TAMPINES,142,SIMEI ST 2,Improved,1988,5 ROOM,10 TO 12
TAMPINES,412,TAMPINES ST 41,Model A,1985,5 ROOM,01 TO 03
TAMPINES,892,TAMPINES AVE 8,Apartment,1997,EXECUTIVE,01 TO 03
TAMPINES,495D,TAMPINES ST 43,Apartment,1994,EXECUTIVE,07 TO 09
TAMPINES,520A,TAMPINES CTRL 8,DBSS,2014,4 ROOM,13 TO 15
TAMPINES,495C,TAMPINES ST 43,Apartment,1994,EXECUTIVE,13 TO 15
TAMPINES,168C,SIMEI LANE,DBSS,2011,5 ROOM,04 TO 06
TOA PAYOH,79C,TOA PAYOH CTRL,Model A,2009,4 ROOM,07 TO 09
TOA PAYOH,117,POTONG PASIR AVE 1,New Generation,1984,3 ROOM,07 TO 09
TOA PAYOH,137,POTONG PASIR AVE 3,Model A,1984,3 ROOM,10 TO 12
TOA PAYOH,136,POTONG PASIR AVE 3,Model A,1984,3 ROOM,13 TO 15
TOA PAYOH,104,POTONG PASIR AVE 1,Model A,1984,3 ROOM,16 TO 18
TOA PAYOH,15,JOO SENG RD,Model A,1984,4 ROOM,01 TO 03
TOA PAYOH,46,LOR 5 TOA PAYOH,Model A,1993,5 ROOM,10 TO 12
TOA PAYOH,79E,TOA PAYOH CTRL,Model A,2009,4 ROOM,19 TO 21
TOA PAYOH,138B,LOR 1A TOA PAYOH,DBSS,2012,4 ROOM,37 TO 39
TOA PAYOH,79A,TOA PAYOH CTRL,Improved,2009,5 ROOM,13 TO 15
WOODLANDS,24,MARSILING DR,New Generation,1977,3 ROOM,13 TO 15
WOODLANDS,848,WOODLANDS ST 82,New Generation,1995,3 ROOM,01 TO 03
WOODLANDS,180B,MARSILING RD,Model A,2015,3 ROOM,07 TO 09
WOODLANDS,895C,WOODLANDS DR 50,Model A,1997,4 ROOM,01 TO 03
WOODLANDS,550,WOODLANDS DR 44,Model A,2000,4 ROOM,04 TO 06
WOODLANDS,9,MARSILING DR,Standard,1976,5 ROOM,07 TO 09
WOODLANDS,645,WOODLANDS RING RD,Model A,1998,4 ROOM,07 TO 09
WOODLANDS,621,WOODLANDS DR 52,Model A,1998,4 ROOM,07 TO 09
WOODLANDS,302A,WOODLANDS ST 31,Model A,2016,3 ROOM,31 TO 33
WOODLANDS,860,WOODLANDS ST 83,Model A,1996,4 ROOM,07 TO 09
WOODLANDS,690A,WOODLANDS DR 75,Premium Apartment,2004,5 ROOM,01 TO 03
WOODLANDS,543,WOODLANDS DR 16,Model A,2000,4 ROOM,07 TO 09
WOODLANDS,537,WOODLANDS DR 16,Model A,2000,4 ROOM,07 TO 09
WOODLANDS,704,WOODLANDS DR 40,Model A,1996,4 ROOM,07 TO 09
WOODLANDS,880,WOODLANDS ST 82,Improved,1996,5 ROOM,01 TO 03
WOODLANDS,750,WOODLANDS AVE 4,Improved,1998,5 ROOM,01 TO 03
WOODLANDS,717A,WOODLANDS DR 70,Model A,2017,4 ROOM,01 TO 03
WOODLANDS,602,WOODLANDS DR 42,Improved,1997,5 ROOM,01 TO 03
WOODLANDS,681B,WOODLANDS DR 62,Premium Apartment,2000,4 ROOM,04 TO 06
WOODLANDS,718,WOODLANDS AVE 6,Improved,1997,5 ROOM,04 TO 06
WOODLANDS,657,WOODLANDS RING RD,Improved,1998,5 ROOM,07 TO 09
WOODLANDS,424,WOODLANDS ST 41,Improved,1997,5 ROOM,07 TO 09
WOODLANDS,836,WOODLANDS ST 83,Improved,1996,5 ROOM,01 TO 03
WOODLANDS,649,WOODLANDS RING RD,Improved,1998,5 ROOM,10 TO 12
WOODLANDS,528,WOODLANDS DR 14,Premium Apartment,1999,5 ROOM,10 TO 12
WOODLANDS,782B,WOODLANDS CRES,Improved,2015,5 ROOM,13 TO 15
WOODLANDS,889B,WOODLANDS DR 50,Improved,2017,5 ROOM,01 TO 03
WOODLANDS,889B,WOODLANDS DR 50,Model A,2017,4 ROOM,10 TO 12
WOODLANDS,589,WOODLANDS DR 16,Apartment,2001,EXECUTIVE,01 TO 03
WOODLANDS,890B,WOODLANDS DR 50,Improved,2017,5 ROOM,04 TO 06
WOODLANDS,851,WOODLANDS ST 83,Model A,1996,5 ROOM,10 TO 12
WOODLANDS,889D,WOODLANDS DR 50,Improved,2017,5 ROOM,07 TO 09
WOODLANDS,827,WOODLANDS ST 81,Apartment,1996,EXECUTIVE,04 TO 06
WOODLANDS,890A,WOODLANDS DR 50,Improved,2017,5 ROOM,07 TO 09
WOODLANDS,346,WOODLANDS ST 32,Apartment,1986,EXECUTIVE,04 TO 06
WOODLANDS,681B,WOODLANDS DR 62,Premium Apartment,2000,EXECUTIVE,07 TO 09
WOODLANDS,636,WOODLANDS RING RD,Maisonette,1999,EXECUTIVE,04 TO 06
WOODLANDS,788,WOODLANDS AVE 6,Apartment,1997,EXECUTIVE,01 TO 03
WOODLANDS,142,MARSILING RD,Apartment,1995,EXECUTIVE,01 TO 03
WOODLANDS,124,MARSILING RISE,Apartment,1995,EXECUTIVE,07 TO 09
WOODLANDS,411,WOODLANDS ST 41,Apartment,1995,EXECUTIVE,01 TO 03
YISHUN,243,YISHUN RING RD,Simplified,1985,3 ROOM,10 TO 12
YISHUN,610,YISHUN ST 61,Simplified,1986,4 ROOM,01 TO 03
