town,block,street_name,flat_model,lease_commence_date,flat_type,storey_range
TAMPINES,479,TAMPINES ST 44,Model A,1993,5 ROOM,04 TO 06
TAMPINES,454,TAMPINES ST 42,Multi Generation,1987,MULTI-GENERATION,01 TO 03
TAMPINES,727,TAMPINES ST 71,Improved,1997,5 ROOM,13 TO 15
TAMPINES,842G,TAMPINES ST 82,Improved,1995,5 ROOM,04 TO 06
TAMPINES,522A,TAMPINES CTRL 7,Model A,2015,4 ROOM,13 TO 15
TAMPINES,859,TAMPINES AVE 5,Improved,1988,5 ROOM,13 TO 15
TAMPINES,396,TAMPINES AVE 7,Improved,1994,5 ROOM,10 TO 12
TAMPINES,871B,TAMPINES ST 86,Improved,2017,5 ROOM,01 TO 03
TAMPINES,523A,TAMPINES CTRL 7,Improved,2015,5 ROOM,04 TO 06
TAMPINES,871C,TAMPINES ST 86,Improved,2017,5 ROOM,04 TO 06
TAMPINES,519C,TAMPINES CTRL 8,DBSS,2014,4 ROOM,16 TO 18
TAMPINES,497J,TAMPINES ST 45,Premium Apartment,1996,EXECUTIVE,10 TO 12
TAMPINES,314,TAMPINES ST 33,Apartment,1993,EXECUTIVE,10 TO 12
TAMPINES,940,TAMPINES AVE 5,Apartment,1989,EXECUTIVE,07 TO 09
TAMPINES,943,TAMPINES AVE 5,Apartment,1988,EXECUTIVE,04 TO 06
TAMPINES,477,TAMPINES ST 43,Apartment,1993,EXECUTIVE,04 TO 06
TAMPINES,520B,TAMPINES CTRL 8,DBSS,2014,5 ROOM,07 TO 09
TAMPINES,149,TAMPINES ST 12,Apartment,1984,EXECUTIVE,10 TO 12
TAMPINES,518A,TAMPINES CTRL 7,DBSS,2008,5 ROOM,16 TO 18
TOA PAYOH,111,LOR 1 TOA PAYOH,Improved,1970,3 ROOM,04 TO 06
TOA PAYOH,204,TOA PAYOH NTH,Improved,1973,4 ROOM,16 TO 18
TOA PAYOH,230,LOR 8 TOA PAYOH,Standard,1976,5 ROOM,01 TO 03
TOA PAYOH,7,UPP ALJUNIED LANE,Model A,2017,3 ROOM,16 TO 18
TOA PAYOH,229,LOR 8 TOA PAYOH,Standard,1976,5 ROOM,10 TO 12
TOA PAYOH,146,POTONG PASIR AVE 1,Simplified,1998,4 ROOM,01 TO 03
TOA PAYOH,138C,LOR 1A TOA PAYOH,DBSS,2012,3 ROOM,01 TO 03
TOA PAYOH,121,POTONG PASIR AVE 1,Model A,1984,4 ROOM,16 TO 18
TOA PAYOH,248,KIM KEAT LINK,Improved,1989,5 ROOM,04 TO 06
TOA PAYOH,7,UPP ALJUNIED LANE,Model A,2017,4 ROOM,04 TO 06
TOA PAYOH,172A,LOR 1 TOA PAYOH,Improved,1995,5 ROOM,01 TO 03
TOA PAYOH,79A,TOA PAYOH CTRL,Model A,2009,4 ROOM,40 TO 42
TOA PAYOH,97,LOR 3 TOA PAYOH,Improved,1993,5 ROOM,04 TO 06
TOA PAYOH,121,POTONG PASIR AVE 1,Model A-Maisonette,1984,5 ROOM,13 TO 15
WOODLANDS,437,WOODLANDS ST 41,Model A,1996,4 ROOM,01 TO 03
WOODLANDS,302A,WOODLANDS ST 31,Model A,2016,3 ROOM,04 TO 06
WOODLANDS,411,WOODLANDS ST 41,New Generation,1995,4 ROOM,01 TO 03
WOODLANDS,550,WOODLANDS DR 44,Model A,2000,4 ROOM,01 TO 03
WOODLANDS,661,WOODLANDS RING RD,Model A,1998,4 ROOM,01 TO 03
WOODLANDS,322,WOODLANDS ST 32,Simplified,1994,4 ROOM,01 TO 03
WOODLANDS,765,WOODLANDS CIRCLE,Model A,2003,4 ROOM,10 TO 12
WOODLANDS,776,WOODLANDS CRES,Model A,1998,4 ROOM,13 TO 15
WOODLANDS,348,WOODLANDS AVE 3,Simplified,1988,4 ROOM,13 TO 15
WOODLANDS,761,WOODLANDS AVE 6,Model A,1998,4 ROOM,04 TO 06
WOODLANDS,682B,WOODLANDS DR 62,Premium Apartment,2000,4 ROOM,01 TO 03
WOODLANDS,542,WOODLANDS DR 16,Model A,2000,4 ROOM,07 TO 09
WOODLANDS,899A,WOODLANDS DR 50,Model A,1997,4 ROOM,07 TO 09
WOODLANDS,129,MARSILING RISE,Improved,1985,5 ROOM,04 TO 06
WOODLANDS,537,WOODLANDS DR 16,Model A,2000,4 ROOM,04 TO 06
WOODLANDS,215,MARSILING LANE,Improved,1980,5 ROOM,19 TO 21
WOODLANDS,571A,WOODLANDS AVE 1,Model A,2013,4 ROOM,01 TO 03
WOODLANDS,889D,WOODLANDS DR 50,Model A,2017,4 ROOM,01 TO 03
WOODLANDS,513,WOODLANDS DR 14,Premium Apartment,1999,4 ROOM,04 TO 06
WOODLANDS,896A,WOODLANDS DR 50,Improved,1997,5 ROOM,01 TO 03
WOODLANDS,719,WOODLANDS AVE 6,Improved,1997,5 ROOM,07 TO 09
WOODLANDS,870,WOODLANDS ST 81,Improved,1996,5 ROOM,04 TO 06
WOODLANDS,889C,WOODLANDS DR 50,Model A,2017,4 ROOM,13 TO 15
WOODLANDS,508,WOODLANDS DR 14,Improved,1999,5 ROOM,07 TO 09
WOODLANDS,889A,WOODLANDS DR 50,Model A,2017,4 ROOM,16 TO 18
WOODLANDS,871,WOODLANDS ST 81,Model A,1996,5 ROOM,07 TO 09
WOODLANDS,552,WOODLANDS DR 44,Improved,2000,5 ROOM,10 TO 12
WOODLANDS,891A,WOODLANDS DR 50,Improved,1996,5 ROOM,07 TO 09
WOODLANDS,571B,WOODLANDS AVE 1,Improved,2013,5 ROOM,01 TO 03
WOODLANDS,890B,WOODLANDS DR 50,Model A,2017,4 ROOM,16 TO 18
WOODLANDS,418,WOODLANDS ST 41,Model A,1996,5 ROOM,13 TO 15
WOODLANDS,533,WOODLANDS DR 14,Premium Apartment,1999,5 ROOM,10 TO 12
WOODLANDS,524,WOODLANDS DR 14,Premium Apartment,2000,5 ROOM,10 TO 12
WOODLANDS,889B,WOODLANDS DR 50,Improved,2017,5 ROOM,04 TO 06
WOODLANDS,684D,WOODLANDS DR 73,Premium Apartment,2000,EXECUTIVE,01 TO 03
WOODLANDS,361,WOODLANDS AVE 5,Apartment,1996,EXECUTIVE,01 TO 03
WOODLANDS,637,WOODLANDS RING RD,Apartment,1999,EXECUTIVE,10 TO 12
WOODLANDS,647,WOODLANDS RING RD,Apartment,1998,EXECUTIVE,07 TO 09
WOODLANDS,511,WOODLANDS DR 14,Premium Apartment,1999,EXECUTIVE,07 TO 09
YISHUN,211,YISHUN ST 21,New Generation,1985,3 ROOM,01 TO 03
YISHUN,778,YISHUN AVE 2,Model A,1989,3 ROOM,04 TO 06
YISHUN,504A,YISHUN ST 51,Model A,2016,3 ROOM,01 TO 03
YISHUN,829,YISHUN ST 81,Model A,1988,3 ROOM,07 TO 09
YISHUN,424D,YISHUN AVE 11,Model A,2015,3 ROOM,07 TO 09
YISHUN,811,YISHUN RING RD,Simplified,1987,3 ROOM,04 TO 06
YISHUN,430A,YISHUN AVE 11,Model A,2015,3 ROOM,07 TO 09
YISHUN,335B,YISHUN ST 31,Model A,2015,3 ROOM,10 TO 12
YISHUN,398,YISHUN RING RD,Model A,1988,4 ROOM,07 TO 09
YISHUN,830,YISHUN ST 81,Model A,1988,3 ROOM,10 TO 12
YISHUN,640A,YISHUN ST 61,New Generation,1992,4 ROOM,01 TO 03
YISHUN,619,YISHUN RING RD,Simplified,1987,4 ROOM,07 TO 09
YISHUN,756,YISHUN ST 72,Model A,1985,4 ROOM,01 TO 03
YISHUN,253,YISHUN RING RD,Model A,1985,4 ROOM,07 TO 09
YISHUN,308,YISHUN RING RD,Model A,1988,4 ROOM,04 TO 06
YISHUN,408,YISHUN AVE 6,Model A,1988,4 ROOM,04 TO 06
YISHUN,151,YISHUN ST 11,New Generation,1985,4 ROOM,10 TO 12
YISHUN,819,YISHUN ST 81,Model A,1987,4 ROOM,01 TO 03
YISHUN,202,YISHUN ST 21,New Generation,1985,4 ROOM,04 TO 06
YISHUN,795,YISHUN RING RD,Simplified,1987,4 ROOM,04 TO 06
YISHUN,336B,YISHUN ST 31,Model A,2015,4 ROOM,04 TO 06
YISHUN,289,YISHUN AVE 6,Improved,1987,5 ROOM,04 TO 06
YISHUN,432D,YISHUN AVE 1,Model A,2015,4 ROOM,07 TO 09
YISHUN,809,YISHUN RING RD,Model A,1987,4 ROOM,07 TO 09
YISHUN,506C,YISHUN AVE 4,Model A,2018,4 ROOM,07 TO 09
YISHUN,154,YISHUN ST 11,Improved,1985,5 ROOM,01 TO 03
YISHUN,159,YISHUN ST 11,Improved,1985,5 ROOM,07 TO 09
YISHUN,511A,YISHUN ST 51,Model A,2017,4 ROOM,10 TO 12
YISHUN,794,YISHUN RING RD,Improved,1987,5 ROOM,04 TO 06
YISHUN,511A,YISHUN ST 51,Improved,2017,5 ROOM,07 TO 09
YISHUN,511B,YISHUN ST 51,Improved,2017,5 ROOM,13 TO 15
ANG MO KIO,219,ANG MO KIO AVE 1,New Generation,1977,3 ROOM,04 TO 06
ANG MO KIO,608,ANG MO KIO AVE 5,New Generation,1980,4 ROOM,04 TO 06
ANG MO KIO,546,ANG MO KIO AVE 10,New Generation,1981,4 ROOM,04 TO 06
ANG MO KIO,540,ANG MO KIO AVE 10,New Generation,1981,4 ROOM,04 TO 06
ANG MO KIO,577,ANG MO KIO AVE 10,New Generation,1980,4 ROOM,07 TO 09
ANG MO KIO,565,ANG MO KIO AVE 3,New Generation,1980,4 ROOM,07 TO 09
ANG MO KIO,643,ANG MO KIO AVE 5,New Generation,1980,4 ROOM,04 TO 06
ANG MO KIO,573,ANG MO KIO AVE 3,New Generation,1979,4 ROOM,13 TO 15
ANG MO KIO,459,ANG MO KIO AVE 10,Improved,1980,5 ROOM,01 TO 03
ANG MO KIO,714,ANG MO KIO AVE 6,Improved,1980,5 ROOM,10 TO 12
ANG MO KIO,354,ANG MO KIO ST 32,Improved,2001,5 ROOM,13 TO 15
ANG MO KIO,310B,ANG MO KIO AVE 1,Model A,2012,4 ROOM,19 TO 21
ANG MO KIO,308B,ANG MO KIO AVE 1,Model A,2012,4 ROOM,25 TO 27
ANG MO KIO,310C,ANG MO KIO AVE 1,Model A,2012,4 ROOM,22 TO 24
BEDOK,139,BEDOK RESERVOIR RD,Simplified,1988,3 ROOM,07 TO 09
BEDOK,128,BEDOK NTH ST 2,New Generation,1978,4 ROOM,10 TO 12
BEDOK,532,BEDOK NTH ST 3,New Generation,1980,4 ROOM,13 TO 15
BEDOK,127,BEDOK NTH ST 2,New Generation,1978,4 ROOM,10 TO 12
BEDOK,623,BEDOK RESERVOIR RD,New Generation,1981,4 ROOM,07 TO 09
BEDOK,122,BEDOK NTH ST 2,New Generation,1978,4 ROOM,10 TO 12
BEDOK,166,BEDOK STH AVE 3,Model A,1985,4 ROOM,01 TO 03
BEDOK,118,BEDOK NTH ST 2,New Generation,1978,4 ROOM,13 TO 15
BEDOK,149,BEDOK RESERVOIR RD,Model A,1987,4 ROOM,10 TO 12
BEDOK,748A,BEDOK RESERVOIR CRES,DBSS,2014,3 ROOM,01 TO 03
BEDOK,774,BEDOK RESERVOIR VIEW,Premium Apartment,2000,4 ROOM,01 TO 03
BEDOK,120,BEDOK NTH ST 2,Standard,1978,5 ROOM,10 TO 12
BEDOK,763,BEDOK RESERVOIR VIEW,Premium Apartment,2000,5 ROOM,04 TO 06
BEDOK,94D,BEDOK NTH AVE 4,Improved,1993,5 ROOM,04 TO 06
BEDOK,772,BEDOK RESERVOIR VIEW,Premium Apartment,2000,5 ROOM,07 TO 09
BEDOK,771,BEDOK RESERVOIR VIEW,Premium Apartment,2000,5 ROOM,16 TO 18
BEDOK,110,LENGKONG TIGA,Model A,1989,4 ROOM,04 TO 06
BEDOK,414,BEDOK NTH AVE 2,Improved,1978,5 ROOM,04 TO 06
BEDOK,660,JLN TENAGA,Model A,1997,5 ROOM,01 TO 03
BEDOK,26,CHAI CHEE RD,Improved,1993,5 ROOM,01 TO 03
BEDOK,747B,BEDOK RESERVOIR CRES,DBSS,2014,4 ROOM,13 TO 15
BEDOK,633,BEDOK RESERVOIR RD,Apartment,1993,EXECUTIVE,10 TO 12
BEDOK,10B,BEDOK STH AVE 2,Apartment,1995,EXECUTIVE,04 TO 06
BEDOK,155,BEDOK STH AVE 3,Maisonette,1985,EXECUTIVE,01 TO 03
BISHAN,184,BISHAN ST 13,Simplified,1988,3 ROOM,10 TO 12
BISHAN,217,BISHAN ST 23,Model A,1992,4 ROOM,07 TO 09
BISHAN,256,BISHAN ST 22,Model A,1992,4 ROOM,10 TO 12
BISHAN,239,BISHAN ST 22,Model A,1992,4 ROOM,04 TO 06
BISHAN,183,BISHAN ST 13,Improved,1987,5 ROOM,07 TO 09
BISHAN,260,BISHAN ST 22,Model A,1992,5 ROOM,07 TO 09
BISHAN,257,BISHAN ST 22,Apartment,1992,EXECUTIVE,01 TO 03
BISHAN,275A,BISHAN ST 24,DBSS,2011,5 ROOM,25 TO 27
BUKIT BATOK,228,BT BATOK CTRL,New Generation,1985,4 ROOM,01 TO 03
BUKIT BATOK,134,BT BATOK WEST AVE 6,New Generation,1984,4 ROOM,10 TO 12
BUKIT BATOK,102,BT BATOK WEST AVE 6,Model A,1985,4 ROOM,04 TO 06
BUKIT BATOK,186,BT BATOK WEST AVE 6,Model A,1989,4 ROOM,04 TO 06
BUKIT BATOK,389,BT BATOK WEST AVE 5,Improved,2005,5 ROOM,04 TO 06
BUKIT BATOK,385,BT BATOK WEST AVE 5,Improved,2005,5 ROOM,13 TO 15
BUKIT BATOK,286,BT BATOK EAST AVE 3,Model A,1995,5 ROOM,01 TO 03
BUKIT BATOK,221,BT BATOK EAST AVE 3,Maisonette,1985,EXECUTIVE,04 TO 06
BUKIT BATOK,298,BT BATOK ST 22,Improved,1997,5 ROOM,19 TO 21
BUKIT MERAH,105,BT PURMEI RD,New Generation,1983,3 ROOM,04 TO 06
BUKIT MERAH,7,EVERTON PK,New Generation,1980,3 ROOM,07 TO 09
BUKIT MERAH,55,HAVELOCK RD,Model A,2013,3 ROOM,01 TO 03
BUKIT MERAH,9,CANTONMENT CL,Model A,2002,3 ROOM,04 TO 06
BUKIT MERAH,70A,TELOK BLANGAH HTS,Model A,2017,3 ROOM,01 TO 03
BUKIT MERAH,70B,TELOK BLANGAH HTS,Model A,2017,3 ROOM,16 TO 18
BUKIT MERAH,103B,DEPOT RD,Model A,2002,4 ROOM,04 TO 06
BUKIT MERAH,46,SENG POH RD,Standard,1973,3 ROOM,04 TO 06
BUKIT MERAH,39,JLN RUMAH TINGGI,Model A,1997,4 ROOM,04 TO 06
BUKIT MERAH,10B,BOON TIONG RD,Model A,2016,3 ROOM,13 TO 15
BUKIT MERAH,14A,TELOK BLANGAH CRES,Improved,1999,5 ROOM,01 TO 03
BUKIT MERAH,75B,REDHILL RD,Improved,2005,5 ROOM,01 TO 03
BUKIT MERAH,131C,KIM TIAN RD,Model A,2002,4 ROOM,19 TO 21
BUKIT MERAH,88,REDHILL CL,Model A,1995,4 ROOM,04 TO 06
BUKIT MERAH,17,CANTONMENT CL,Model A,2003,4 ROOM,25 TO 27
BUKIT MERAH,52,HAVELOCK RD,Model A,2013,4 ROOM,28 TO 30
BUKIT MERAH,121,KIM TIAN PL,Improved,2001,5 ROOM,13 TO 15
BUKIT MERAH,83,REDHILL LANE,Improved,1996,5 ROOM,07 TO 09
BUKIT MERAH,118B,JLN MEMBINA,Improved,2003,5 ROOM,13 TO 15
BUKIT MERAH,70A,TELOK BLANGAH HTS,Model A,2017,4 ROOM,16 TO 18
BUKIT MERAH,95C,HENDERSON RD,Model A,2019,4 ROOM,34 TO 36
BUKIT MERAH,9A,BOON TIONG RD,Model A,2016,4 ROOM,04 TO 06
BUKIT MERAH,20,JLN MEMBINA,Improved,2003,5 ROOM,25 TO 27
BUKIT MERAH,122,KIM TIAN RD,Improved,1995,5 ROOM,25 TO 27
BUKIT MERAH,9A,BOON TIONG RD,Improved,2016,5 ROOM,28 TO 30
BUKIT PANJANG,636A,SENJA RD,Model A,2015,2 ROOM,28 TO 30
BUKIT PANJANG,412,SAUJANA RD,Simplified,1988,4 ROOM,10 TO 12
BUKIT PANJANG,241,BT PANJANG RING RD,Model A,1988,4 ROOM,01 TO 03
BUKIT PANJANG,533,BT PANJANG RING RD,Model A,1999,4 ROOM,01 TO 03
BUKIT PANJANG,402,FAJAR RD,Model A,1988,4 ROOM,13 TO 15
BUKIT PANJANG,520,JELAPANG RD,Model A,1998,4 ROOM,19 TO 21
BUKIT PANJANG,520,JELAPANG RD,Model A,1998,4 ROOM,16 TO 18
BUKIT PANJANG,401,FAJAR RD,Improved,1988,5 ROOM,01 TO 03
BUKIT PANJANG,614,SENJA RD,Improved,2002,5 ROOM,10 TO 12
BUKIT PANJANG,442C,FAJAR RD,Model A,2016,4 ROOM,16 TO 18
BUKIT PANJANG,634A,SENJA RD,Model A,2015,4 ROOM,22 TO 24
BUKIT PANJANG,177,LOMPANG RD,Model A,2001,4 ROOM,22 TO 24
BUKIT PANJANG,522,JELAPANG RD,Improved,1998,5 ROOM,13 TO 15
BUKIT PANJANG,604,SENJA RD,Improved,1999,5 ROOM,04 TO 06
BUKIT PANJANG,164,GANGSA RD,Improved,1998,5 ROOM,16 TO 18
BUKIT PANJANG,503,JELAPANG RD,Apartment,1998,EXECUTIVE,16 TO 18
BUKIT PANJANG,184,JELEBU RD,Premium Apartment,2003,5 ROOM,13 TO 15
BUKIT PANJANG,544,JELAPANG RD,Maisonette,1999,EXECUTIVE,10 TO 12
BUKIT PANJANG,181,JELEBU RD,Premium Apartment,2003,EXECUTIVE,16 TO 18
CENTRAL AREA,9,SELEGIE RD,Standard,1974,2 ROOM,07 TO 09
CENTRAL AREA,233,BAIN ST,Improved,1980,4 ROOM,25 TO 27
CENTRAL AREA,233,BAIN ST,Improved,1980,4 ROOM,13 TO 15
CENTRAL AREA,1F,CANTONMENT RD,Type S1,2011,4 ROOM,22 TO 24
CENTRAL AREA,1G,CANTONMENT RD,Type S1,2011,4 ROOM,34 TO 36
CENTRAL AREA,1F,CANTONMENT RD,Type S2,2011,5 ROOM,13 TO 15
CHOA CHU KANG,6,TECK WHYE AVE,Model A,1984,3 ROOM,01 TO 03
CHOA CHU KANG,166B,TECK WHYE CRES,Model A,2015,3 ROOM,01 TO 03
CHOA CHU KANG,686D,CHOA CHU KANG CRES,Model A,2002,4 ROOM,01 TO 03
CHOA CHU KANG,811A,CHOA CHU KANG AVE 7,Model A,2017,3 ROOM,07 TO 09
CHOA CHU KANG,689A,CHOA CHU KANG DR,Model A,2002,4 ROOM,04 TO 06
CHOA CHU KANG,504,CHOA CHU KANG ST 51,Model A,1995,4 ROOM,07 TO 09
CHOA CHU KANG,6,TECK WHYE AVE,Model A,1984,4 ROOM,04 TO 06
CHOA CHU KANG,1,TECK WHYE AVE,Model A,1984,4 ROOM,10 TO 12
CHOA CHU KANG,152,JLN TECK WHYE,Model A,1998,4 ROOM,10 TO 12
CHOA CHU KANG,808C,CHOA CHU KANG AVE 1,Model A,2017,4 ROOM,01 TO 03
CHOA CHU KANG,810A,CHOA CHU KANG AVE 7,Model A,2017,4 ROOM,04 TO 06
CHOA CHU KANG,808A,CHOA CHU KANG AVE 1,Model A,2017,4 ROOM,01 TO 03
CHOA CHU KANG,545,CHOA CHU KANG ST 52,Model A,1994,4 ROOM,04 TO 06
CHOA CHU KANG,817A,KEAT HONG LINK,Model A,2017,4 ROOM,01 TO 03
CHOA CHU KANG,119,TECK WHYE LANE,Improved,1989,5 ROOM,10 TO 12
CHOA CHU KANG,815B,CHOA CHU KANG AVE 7,Model A,2017,4 ROOM,04 TO 06
CHOA CHU KANG,540,CHOA CHU KANG ST 52,Improved,1994,5 ROOM,01 TO 03
CHOA CHU KANG,805A,KEAT HONG CL,Model A,2017,4 ROOM,07 TO 09
CHOA CHU KANG,485B,CHOA CHU KANG AVE 5,Improved,1999,5 ROOM,13 TO 15
CHOA CHU KANG,485C,CHOA CHU KANG AVE 5,Improved,1999,5 ROOM,04 TO 06
CHOA CHU KANG,815B,CHOA CHU KANG AVE 7,Model A,2017,4 ROOM,07 TO 09
CHOA CHU KANG,809B,CHOA CHU KANG AVE 1,Model A,2017,4 ROOM,10 TO 12
CHOA CHU KANG,817A,KEAT HONG LINK,Model A,2017,4 ROOM,10 TO 12
CHOA CHU KANG,205,CHOA CHU KANG CTRL,Improved,1989,5 ROOM,01 TO 03
CHOA CHU KANG,803D,KEAT HONG CL,Model A,2017,4 ROOM,13 TO 15
CHOA CHU KANG,805C,KEAT HONG CL,Model A,2017,4 ROOM,07 TO 09
CHOA CHU KANG,816B,KEAT HONG LINK,Model A,2017,4 ROOM,07 TO 09
CHOA CHU KANG,135,TECK WHYE LANE,Improved,1989,5 ROOM,04 TO 06
CHOA CHU KANG,810A,CHOA CHU KANG AVE 7,Model A,2017,4 ROOM,16 TO 18
CHOA CHU KANG,817A,KEAT HONG LINK,Model A,2017,4 ROOM,16 TO 18
CHOA CHU KANG,815B,CHOA CHU KANG AVE 7,Model A,2017,4 ROOM,16 TO 18
CHOA CHU KANG,817A,KEAT HONG LINK,Model A,2017,4 ROOM,22 TO 24
CHOA CHU KANG,816B,KEAT HONG LINK,Model A,2017,4 ROOM,13 TO 15
CHOA CHU KANG,611,CHOA CHU KANG ST 62,Model A,1996,5 ROOM,04 TO 06
CHOA CHU KANG,817B,KEAT HONG LINK,Model A,2017,4 ROOM,19 TO 21
CHOA CHU KANG,815B,CHOA CHU KANG AVE 7,Improved,2017,5 ROOM,04 TO 06
CHOA CHU KANG,805C,KEAT HONG CL,Improved,2017,5 ROOM,10 TO 12
CHOA CHU KANG,803D,KEAT HONG CL,Improved,2017,5 ROOM,04 TO 06
CHOA CHU KANG,815C,CHOA CHU KANG AVE 7,Improved,2017,5 ROOM,10 TO 12
CHOA CHU KANG,815C,CHOA CHU KANG AVE 7,Improved,2017,5 ROOM,16 TO 18
CHOA CHU KANG,817A,KEAT HONG LINK,Improved,2017,5 ROOM,16 TO 18
CHOA CHU KANG,810A,CHOA CHU KANG AVE 7,Improved,2017,5 ROOM,19 TO 21
CHOA CHU KANG,816A,KEAT HONG LINK,Improved,2017,5 ROOM,19 TO 21
CHOA CHU KANG,817A,KEAT HONG LINK,Improved,2017,5 ROOM,10 TO 12
CHOA CHU KANG,163,JLN TECK WHYE,Apartment,1998,EXECUTIVE,04 TO 06
CLEMENTI,354,CLEMENTI AVE 2,New Generation,1979,3 ROOM,04 TO 06
CLEMENTI,423,CLEMENTI AVE 1,Model A,2013,2 ROOM,13 TO 15
CLEMENTI,508,WEST COAST DR,New Generation,1978,4 ROOM,07 TO 09
CLEMENTI,367,CLEMENTI AVE 2,Model A,2003,3 ROOM,22 TO 24
CLEMENTI,335,CLEMENTI AVE 2,New Generation,1978,4 ROOM,01 TO 03
CLEMENTI,331,CLEMENTI AVE 2,New Generation,1978,4 ROOM,01 TO 03
CLEMENTI,421,CLEMENTI AVE 1,Model A,2013,3 ROOM,16 TO 18
CLEMENTI,440A,CLEMENTI AVE 3,Model A,2018,3 ROOM,04 TO 06
CLEMENTI,604,CLEMENTI WEST ST 1,Improved,1979,5 ROOM,16 TO 18
CLEMENTI,356,CLEMENTI AVE 2,Standard,1978,5 ROOM,25 TO 27
CLEMENTI,311A,CLEMENTI AVE 4,DBSS,2014,4 ROOM,40 TO 42
CLEMENTI,312C,CLEMENTI AVE 4,Model A,2017,4 ROOM,07 TO 09
CLEMENTI,206,CLEMENTI AVE 6,Maisonette,1985,EXECUTIVE,07 TO 09
CLEMENTI,425,CLEMENTI AVE 1,Improved,2013,5 ROOM,37 TO 39
GEYLANG,45,CIRCUIT RD,Standard,1971,2 ROOM,01 TO 03
GEYLANG,20,BALAM RD,Standard,1967,3 ROOM,07 TO 09
GEYLANG,63,SIMS PL,Model A,2016,3 ROOM,01 TO 03
GEYLANG,35,EUNOS CRES,Model A,2006,4 ROOM,01 TO 03
GEYLANG,17B,CIRCUIT RD,Model A,2016,4 ROOM,01 TO 03
GEYLANG,17A,CIRCUIT RD,Model A,2016,4 ROOM,01 TO 03
GEYLANG,18C,CIRCUIT RD,Model A,2016,4 ROOM,07 TO 09
GEYLANG,45,JLN TIGA,Improved,2005,5 ROOM,10 TO 12
GEYLANG,39,JLN TIGA,Improved,2005,5 ROOM,16 TO 18
HOUGANG,708,HOUGANG AVE 2,New Generation,1985,3 ROOM,01 TO 03
HOUGANG,174A,HOUGANG AVE 1,Model A,2014,3 ROOM,13 TO 15
HOUGANG,981A,BUANGKOK CRES,Model A,2003,4 ROOM,01 TO 03
HOUGANG,473B,UPP SERANGOON CRES,Model A,2017,3 ROOM,13 TO 15
HOUGANG,143,LOR AH SOO,Model A,1984,4 ROOM,01 TO 03
HOUGANG,632,HOUGANG AVE 8,Simplified,1986,4 ROOM,07 TO 09
HOUGANG,573,HOUGANG ST 51,Model A,1997,4 ROOM,04 TO 06
HOUGANG,930,HOUGANG ST 91,Model A,1998,4 ROOM,07 TO 09
HOUGANG,667,HOUGANG AVE 4,Model A,1987,4 ROOM,04 TO 06
HOUGANG,674,HOUGANG AVE 8,Model A,1987,4 ROOM,13 TO 15
HOUGANG,987C,BUANGKOK GREEN,Model A,2015,4 ROOM,07 TO 09
HOUGANG,944,HOUGANG ST 92,Model A,1998,4 ROOM,10 TO 12
HOUGANG,443,HOUGANG AVE 8,Model A,1990,4 ROOM,10 TO 12
HOUGANG,376A,HOUGANG ST 32,Model A,2016,4 ROOM,01 TO 03
HOUGANG,926,HOUGANG ST 91,Model A,1998,4 ROOM,13 TO 15
HOUGANG,537,HOUGANG ST 52,Model A,1992,4 ROOM,04 TO 06
HOUGANG,544,HOUGANG AVE 8,Model A,1992,4 ROOM,10 TO 12
HOUGANG,234,HOUGANG AVE 1,Model A,1984,4 ROOM,04 TO 06
HOUGANG,475B,UPP SERANGOON CRES,DBSS,2014,3 ROOM,16 TO 18
HOUGANG,641,HOUGANG AVE 8,Improved,1987,5 ROOM,04 TO 06
HOUGANG,627,HOUGANG AVE 8,Improved,1986,5 ROOM,07 TO 09
HOUGANG,473C,UPP SERANGOON CRES,Model A,2017,4 ROOM,13 TO 15
HOUGANG,830,HOUGANG CTRL,Model A,1992,4 ROOM,10 TO 12
HOUGANG,473C,UPP SERANGOON CRES,Model A,2017,4 ROOM,10 TO 12
HOUGANG,166,HOUGANG AVE 1,Improved,1997,5 ROOM,10 TO 12
HOUGANG,440,HOUGANG AVE 8,Improved,1990,5 ROOM,13 TO 15
HOUGANG,473D,UPP SERANGOON CRES,Improved,2017,5 ROOM,07 TO 09
HOUGANG,974,HOUGANG ST 91,Apartment,1999,EXECUTIVE,10 TO 12
HOUGANG,466,HOUGANG AVE 8,Improved,1992,5 ROOM,13 TO 15
HOUGANG,473D,UPP SERANGOON CRES,Improved,2017,5 ROOM,13 TO 15
HOUGANG,475C,UPP SERANGOON CRES,DBSS,2014,5 ROOM,07 TO 09
JURONG EAST,329,JURONG EAST AVE 1,Model A,1983,3 ROOM,04 TO 06
JURONG EAST,232,JURONG EAST ST 21,New Generation,1982,3 ROOM,10 TO 12
JURONG EAST,55,TEBAN GDNS RD,Model A,2016,3 ROOM,25 TO 27
JURONG EAST,214,JURONG EAST ST 21,New Generation,1983,4 ROOM,04 TO 06
JURONG EAST,287B,JURONG EAST ST 21,Improved,1998,5 ROOM,01 TO 03
JURONG EAST,267,TOH GUAN RD,Improved,1998,5 ROOM,04 TO 06
JURONG WEST,810,JURONG WEST ST 81,Model A,1993,4 ROOM,01 TO 03
JURONG WEST,913,JURONG WEST ST 91,Model A,1988,4 ROOM,10 TO 12
JURONG WEST,403,JURONG WEST ST 42,Model A,1984,4 ROOM,07 TO 09
